Date,Close,High,Low,Open,Volume
,GOLD,GOLD,GOLD,GOLD,GOLD
2019-01-02,11.457693099975586,11.973725890321564,11.413961281372691,11.929994905833729,16483420
2019-01-03,11.370227813720703,11.667603136153327,11.204047928069205,11.632617853168014,19135938
2019-01-04,11.448945999145508,11.518916571778794,11.07285354565533,11.274019567562293,17190083
2019-01-07,11.300257682800293,11.62387177140203,11.274018928079874,11.597633016681613,12280422
2019-01-08,10.792973518371582,11.20405134438001,10.666151307557682,11.169066050727071,26759613
2019-01-09,10.889180183410645,11.020375627858359,10.78422432832147,10.897926713196824,15226931
2019-01-10,10.810464859008789,10.963525818944742,10.757987339903114,10.915420731335267,12478832
2019-01-11,10.880434036254883,11.090346587930185,10.801717767756042,10.880434036254883,14400595
2019-01-14,10.757986068725586,11.04661489204743,10.723000782084,11.002883075216689,16571543
2019-01-15,10.373147964477539,10.784225743091886,10.285685157486574,10.714255163853073,15370170
2019-01-16,10.364401817321777,10.434372393520341,10.233206361363173,10.32066999866891,10685008
2019-01-17,10.408133506774902,10.486850618858353,10.294431938337828,10.37314821630616,8604471
2019-01-18,10.31192398071289,10.425626381216379,10.189475049221034,10.294431752851256,13766691
2019-01-22,10.303175926208496,10.478102349534238,10.075771992942522,10.44311706486909,15022385
2019-01-23,10.294431686401367,10.39064102430709,10.128250935155453,10.285685155469455,9707792
2019-01-24,10.364401817321777,10.408132801859582,10.241952891916759,10.259445118908868,11714821
2019-01-25,10.714255332946777,10.749240623118325,10.53058235101737,10.53058235101737,13465715
2019-01-28,10.792973518371582,10.985393050520344,10.757988224718643,10.836705343966555,12814522
2019-01-29,11.309002876281738,11.370226908100907,10.880432151202939,10.924163959980147,18753268
2019-01-30,11.413961410522461,11.623873141253455,11.160317860693743,11.2740202567018,17994122
2019-01-31,11.711336135864258,11.720081831911134,11.413960783279776,11.527663173039432,20388902
2019-02-01,11.588890075683594,11.720084724026371,11.378978304689056,11.685099428860616,12580239
2019-02-04,11.67635440826416,11.702593172632373,11.387725497867994,11.405217729408374,11307906
2019-02-05,11.685098648071289,11.720083940899356,11.475186891102894,11.6938451798071,8722328
2019-02-06,11.5801420211792,11.711337486391853,11.50142490887463,11.50142490887463,11835202
2019-02-07,11.667603492736816,11.741947325617058,11.518915826976334,11.527662356518709,14888706
2019-02-08,11.912503242492676,12.008712587415662,11.720083718531546,11.728830250101407,14309666
2019-02-11,11.746322631835938,11.9037560203849,11.746322631835938,11.816293212105501,11737281
2019-02-12,11.693841934204102,11.999963787072538,11.658856651086133,11.877514879102176,12337050
2019-02-13,11.212794303894043,11.51891617418464,11.046614408154714,11.37022850394235,24615437
2019-02-14,11.291512489318848,11.418334681351922,11.125332577605414,11.1953031545495,14555312
2019-02-15,11.326498031616211,11.370229851715056,11.107839765237074,11.23903522553361,12375781
2019-02-19,11.851278305053711,11.97372640143055,11.396468706753744,11.448947058140316,22808950
2019-02-20,12.034952163696289,12.279849208471255,11.909879097961253,11.96498157947487,28876718
2019-02-21,11.65011215209961,11.929995299934902,11.553902815287062,11.929995299934902,22342950
2019-02-22,11.405213356018066,11.64136464712433,11.300257504675825,11.588886304395729,19355609
2019-02-25,11.029122352600098,11.475185403935182,10.994137064306075,11.431453585038888,24918456
2019-02-26,11.011629104614258,11.055360919456144,10.68801500936829,11.002882574822882,23533945
2019-02-27,10.93291187286377,11.064106481692143,10.766993891510719,11.064106481692143,20619201
2019-02-28,11.055362701416016,11.06848166410267,10.8804354138528,10.95040682934716,11025397
2019-03-01,10.766736030578613,11.059738212383131,10.69239216850537,10.880437622817416,14307169
2019-03-04,10.941658973693848,10.976644260148612,10.648656886842069,10.731747254965267,13052967
2019-03-05,11.107841491699219,11.116588023901457,10.845451364438642,10.854197896640878,11031611
2019-03-06,10.84544849395752,11.090346326111366,10.810463208523398,11.090346326111366,13306101
2019-03-07,11.046616554260254,11.0728553146609,10.792972979413596,10.801719510918863,12757521
2019-03-08,11.309002876281738,11.370226908100907,11.090344666510568,11.247778010347696,17763735
2019-03-11,11.527661323547363,11.798797042145262,11.378973671110494,11.597631885386491,25710876
2019-03-12,11.571394920349121,11.59763451256895,11.431453764970353,11.518917404139623,13550509
2019-03-13,11.67635440826416,11.720085404172753,11.549532184606457,11.693846639804542,13638788
2019-03-14,11.466438293457031,11.49267788393687,11.300258390993172,11.413960780727402,10409793
2019-03-15,11.370227813720703,11.588886040907639,11.343989060010454,11.571392982357512,25960247
2019-03-18,11.326498031616211,11.553902828838133,11.282766211517364,11.361483320872269,12457623
2019-03-19,11.230286598205566,11.448944823765286,11.19530131548061,11.422706070250301,9858777
2019-03-20,11.466438293457031,11.562648456986393,11.055361385319845,11.186556001258943,15814904
2019-03-21,11.615126609802246,11.632619671086147,11.365856325312162,11.483931986633277,17031313
2019-03-22,11.9562349319458,11.982473692245533,11.527664899217845,11.562650190989206,22320106
2019-03-25,12.481013298034668,12.515998584635474,11.97372539115042,12.026203738109144,28809188
2019-03-26,12.68217945098877,12.699672512675722,12.262355979883006,12.323580027557158,21072532
2019-03-27,12.463521003723145,12.717164555697467,12.419789184255485,12.699672328379451,13092935
2019-03-28,12.139906883239746,12.332326388570937,12.008711424739582,12.201130930070773,15918063
2019-03-29,11.991218566894531,12.314832679594751,11.982472036631409,12.314832679594751,11198104
2019-04-01,11.755067825317383,12.043697499211307,11.632619732147614,11.991219149199209,16590405
2019-04-02,11.77255916595459,11.860022791818922,11.702588598909106,11.728827353022425,14418590
2019-04-03,11.632619857788086,11.860024653438181,11.588888037991516,11.860024653438181,11674889
2019-04-04,11.860023498535156,11.868769194350767,11.41833374641924,11.527662868206892,9906684
2019-04-05,11.798799514770508,11.860024394796556,11.72008240767635,11.84253133361338,7053977
2019-04-08,11.825040817260742,11.999967283823583,11.781308992091233,11.999967283823583,7690822
2019-04-09,11.999964714050293,12.008710409919168,11.833783980816541,11.903754552457592,9464378
2019-04-10,11.886262893676758,12.209877011484409,11.842531075785983,12.10492114901558,10914581
2019-04-11,11.763813972473145,11.886262895765825,11.650111579583168,11.772560502875846,11055351
2019-04-12,11.737574577331543,11.886262249634694,11.676350536070837,11.79879861859225,11987156
2019-04-15,11.921247482299805,11.964979297626863,11.64136519879064,11.658857424452462,12427561
2019-04-16,11.623870849609375,11.85127559679268,11.545153757575545,11.816290315234857,11554742
2019-04-17,11.545154571533203,11.702588766700305,11.457691778529789,11.685095707630643,13455898
2019-04-18,11.562650680541992,11.78130897189959,11.46644049851093,11.545157616858095,8834638
2019-04-22,11.343992233276367,11.615128043728884,11.317752638111148,11.615128043728884,7143744
2019-04-23,11.204049110412598,11.335243726923517,11.151570763339212,11.247780093172885,10054904
2019-04-24,11.221540451049805,11.361481586714142,11.03349423720774,11.177808637625958,8762033
2019-04-25,11.230286598205566,11.422706070250301,11.134076445125732,11.239033127415539,14148833
2019-04-26,11.370227813720703,11.431451850416263,11.282764189199952,11.326496001460328,6746002
2019-04-29,11.072854042053223,11.348363913998584,11.046615284668208,11.335244118248548,9051689
2019-04-30,11.125330924987793,11.239033304160724,11.05536035843752,11.072852583017614,13161430
2019-05-01,11.011629104614258,11.247779570176455,10.801717394311195,11.107838429974414,22019690
2019-05-02,10.941658973693848,11.169063752707324,10.849822075428204,10.924165913408954,13998744
2019-05-03,11.011629104614258,11.121307718842536,10.928538739826175,11.072853144923902,11576659
2019-05-06,11.020377159118652,11.055012120664998,10.950406579336923,11.046615918008024,6686198
2019-05-07,11.125330924987793,11.195301491538066,10.95040450861211,11.029120770394956,12885383
2019-05-08,10.994136810302734,11.37897580676091,10.88043441744532,11.195302838932019,14912243
2019-05-09,10.819210052490234,11.112212139299917,10.810463522349044,11.02037607516249,10320117
2019-05-10,10.49559497833252,10.897926152533199,10.49559497833252,10.854194339967156,14267026
2019-05-13,10.766736030578613,10.792974795394084,10.513092413054949,10.60055524047828,14893718
2019-05-14,10.89792537689209,10.959149409658066,10.661774106312095,10.731745501906635,12208247
2019-05-15,10.93291187286377,11.037867726749464,10.845448244234866,10.985390216864108,11132605
2019-05-16,10.653029441833496,10.871687676129817,10.591804569032348,10.862941146570371,13566012
2019-05-17,10.68801498413086,10.731746798869482,10.504342029520636,10.58305912922716,11471482
2019-05-20,10.670523643493652,10.810464805908238,10.626791821710313,10.670523643493652,6608273
2019-05-21,10.600552558898926,10.644284378605576,10.42562611418741,10.609299089663272,11404461
2019-05-22,10.44311809539795,10.64428412765989,10.33807464896375,10.635537597101749,12847106
2019-05-23,10.460611343383789,10.705508364581181,10.460611343383789,10.513089693555056,13787053
2019-05-24,10.451865196228027,10.495597017289757,10.276938746096219,10.495597017289757,11025488
2019-05-28,10.268192291259766,10.364402465132555,10.189475179587525,10.233207000973783,10656205
2019-05-29,10.276935577392578,10.46935503026613,10.259442520715504,10.259442520715504,11073186
2019-05-30,10.347146987915039,10.417356569958026,10.233056207854125,10.320818603889977,9274603
2019-05-31,10.900049209594727,10.935154004272796,10.522672039082233,10.54022485490343,18191901
2019-06-03,11.488054275512695,11.558263859535531,11.031691142400012,11.049243956887851,25227148
2019-06-04,11.593368530273438,11.610920507613411,11.321305767307697,11.391515350596098,14788025
2019-06-05,11.610921859741211,11.87859645030243,11.356411881441222,11.803998654750828,18005193
2019-06-06,11.85665512084961,11.997074290206719,11.52315917514434,11.593368759822894,20800802
2019-06-07,11.882986068725586,12.0234052683676,11.812776468904579,11.926867277854829,16418179
2019-06-10,11.803999900817871,11.830328291155288,11.584594695089047,11.628475903627699,9088716
2019-06-11,11.89176082611084,11.97952239521429,11.707460442939958,11.733788829974559,10275120
2019-06-12,12.049734115600586,12.102391735943662,11.935644139292137,11.961972530981434,16699712
2019-06-13,12.16382122039795,12.18137403414901,11.909311279757148,12.049730441908732,11794379
2019-06-14,12.198928833007812,12.348124436549492,12.067286047277824,12.295467657043265,14864982
2019-06-17,12.41833209991455,12.444661322531738,12.119941776265042,12.190151362648962,12948944
2019-06-18,12.611411094665527,12.672844284293909,12.339349108913185,12.558754314116754,19722081
2019-06-19,12.70794677734375,12.756216181556974,12.269136446574185,12.383227233009986,22488327
2019-06-20,13.427596092224121,13.673329639505024,13.094100145289332,13.102876552647574,31598863
2019-06-21,13.69088363647461,13.787421614858841,13.331058436392993,13.42759725174157,26988881
2019-06-24,14.252561569213867,14.278890795787763,13.752317981811652,13.796199189137065,28200567
2019-06-25,14.05070686340332,14.43686041964323,13.796196907366948,14.305215982475417,29053889
2019-06-26,13.919065475463867,14.037544483388546,13.357388703609521,13.383717093049091,20379204
2019-06-27,13.778647422790527,13.822528633464263,13.471480622003343,13.690885838407537,20579577
2019-06-28,13.840082168579102,13.914679142530133,13.61190053084158,13.857634151578015,11320507
2019-07-01,13.155532836914062,13.427595596219923,13.032666486294328,13.339833199807906,21455902
2019-07-02,13.682104110717773,13.809358651547505,13.231007214695474,13.269622229857378,20181449
2019-07-03,13.936616897583008,13.936616897583008,13.623569641618548,13.831302513405523,10343184
2019-07-05,13.866406440734863,13.919063211047561,13.357386530569325,13.603120078278554,15577621
2019-07-08,13.919065475463867,14.006827889548314,13.734765075458057,13.927841884265193,11664606
2019-07-09,14.085811614990234,14.138470062404139,13.769868463185727,13.81374966573299,11957417
2019-07-10,14.498294830322266,14.533398789004234,14.094588424943115,14.278889648291706,18622671
2019-07-11,14.38420295715332,14.638713767528344,14.322769775043119,14.454412547269074,15834292
2019-07-12,14.489516258239746,14.533396618521088,14.296440329502015,14.454410630871916,11436771
2019-07-15,14.340325355529785,14.638716589526679,14.24378652278697,14.542177756783863,11321685
2019-07-16,14.138467788696289,14.392976881219477,13.998047795734125,14.217453773186199,11751372
2019-07-17,14.6650390625,14.700144689123844,14.173572007265069,14.226228773272423,17923779
2019-07-18,15.112629890441895,15.23110890179899,14.463190685688406,14.612386291775618,23550557
2019-07-19,15.103853225708008,15.340811244410972,14.945969931467873,14.980986848867435,24499278
2019-07-22,15.21794319152832,15.270599965242187,15.007314422744201,15.077524012338909,14147497
2019-07-23,15.174064636230469,15.33203497622011,14.972210577374135,15.051196584333384,15282644
2019-07-24,15.226717948913574,15.358360705892673,15.174061180907628,15.270598309930449,11156554
2019-07-25,14.954658508300781,15.261824434221468,14.831790464003754,15.174063697631986,15720438
2019-07-26,14.97220516204834,15.112624307203232,14.906384629341625,14.980981567861553,11356200
2019-07-29,15.103853225708008,15.112629634615026,14.893224433726097,15.059972855101757,12651940
2019-07-30,14.928328514099121,15.191614058164827,14.901999290121084,15.121404468152061,14595206
2019-07-31,14.270111083984375,14.95465575110219,14.006824737936311,14.91955012379584,33657768
2019-08-01,14.875673294067383,15.007316079852375,13.89273725727702,13.910290075096043,24866242
2019-08-02,14.84056282043457,15.182834286681482,14.787906058072345,14.796682464120765,13351387
2019-08-05,15.437349319458008,15.74451692058488,15.308953961889197,15.349586908574793,25872373
2019-08-06,15.419795036315918,15.718186200589292,15.226719089874335,15.314481492412728,14784099
2019-08-07,15.841050148010254,16.1832345802043,15.762064165144055,15.770840571454562,24740412
2019-08-08,15.963919639587402,16.025352815517067,15.411017708363415,15.54266046734534,18423324
2019-08-09,15.92004108428955,16.121895144379994,15.83228034173503,15.902489940135967,13364772
2019-08-12,15.770846366882324,16.37640523340952,15.691860354990562,16.25353884776854,16833115
2019-08-13,15.893707275390625,16.148216341696866,15.349581846502478,16.09555958210389,24881028
2019-08-14,15.95513916015625,16.148215045788135,15.832272839656694,16.060452670890708,19007152
2019-08-15,16.139442443847656,16.139442443847656,15.784007168957446,15.920037291869614,13567323
2019-08-16,16.139442443847656,16.165771664699268,15.814723756320095,15.963919326622303,17414125
2019-08-19,15.884937286376953,16.15699927375384,15.69185963333042,15.82350409638174,23457239
2019-08-20,16.402732849121094,16.42906040121023,15.955146050389033,15.97269886773432,13839131
2019-08-21,16.358850479125977,16.472942115663518,16.15261073818755,16.27108974200942,10336226
2019-08-22,16.446609497070312,16.49049153050405,16.235980758373632,16.27986111787895,10077437
2019-08-23,16.797658920288086,16.894197728680545,16.437834583098006,16.534373391490465,18272021
2019-08-26,16.885419845581055,17.096048584998034,16.701120326314356,16.894196252297814,13720161
2019-08-27,17.350561141967773,17.42077072899232,16.96440757636848,16.96440757636848,19099491
2019-08-28,17.499757766723633,17.613847724715722,17.183813769316778,17.350562176162473,18495228
2019-08-29,16.95453643798828,17.45578541368118,16.869675471476636,17.45578541368118,21125170
2019-08-30,17.042478561401367,17.148005487022992,16.743489239609524,16.77866376328768,13912275
2019-09-03,17.077648162841797,17.308135048439585,17.007297465378418,17.235937651457636,19726035
2019-09-04,17.473379135131836,17.49096555882564,16.945747846564224,17.042479047407852,12609105
2019-09-05,16.180679321289062,17.117224564541864,15.899276465190816,17.051270036328006,29148338
2019-09-06,15.714601516723633,16.41810843522855,15.705807470580721,16.17188017510543,25964054
2019-09-09,15.310089111328125,15.767369606220067,15.099036962291855,15.749781507810365,20406146
2019-09-10,15.16938304901123,15.459579875031036,14.887980269512374,15.116620447178413,17985861
2019-09-11,15.248531341552734,15.538728235154881,15.107829919036131,15.134210387449707,16398697
2019-09-12,15.063858032226562,15.934450295315877,15.039676497917544,15.749778650108329,21635626
2019-09-13,15.15179443359375,15.310083910927862,14.975918541116924,15.257321310914095,23079848
2019-09-16,15.037479400634766,15.345264395322173,14.967128688474212,15.25732558579816,20107738
2019-09-17,15.846508026123047,15.978415356787476,15.186969695508198,15.239732292315427,22909100
2019-09-18,15.512346267700195,15.88168792537369,15.125418189979987,15.81133721330699,17250946
2019-09-19,16.09273910522461,16.13670934596156,15.688222954203736,15.688222954203736,17663455
2019-09-20,16.207061767578125,16.24223628659385,15.714606760304461,16.127917003176044,19692446
2019-09-23,16.356555938720703,16.435700696790914,16.198266422580282,16.31258569685213,14045698
2019-09-24,16.541227340698242,16.57640353720861,16.110328997206473,16.2510304286612,15886692
2019-09-25,15.987210273742676,16.4972532101228,15.820126751239227,16.444490610440113,13415032
2019-09-26,15.916866302490234,16.163092989838344,15.872896053111278,16.083949895543245,8856269
2019-09-27,15.591486930847168,15.723394271644077,15.43319745097374,15.600280977206006,13243870
